company_A,company_B,score,Adresse_A,Zip_A,City_A,Country_A,Adresse_B,Zip_B,City_B,Country_B
LinkedIn,LinkedIn,1.0,{'LinkedIn': '2029 Stierlin Court'},{'LinkedIn': '94085'},{'LinkedIn': ''},{'LinkedIn': 'United States'},{'LinkedIn': '2029 Stierlin Court'},{'LinkedIn': '94085'},{'LinkedIn': ''},{'LinkedIn': 'United States'}
Breguet,Breguet,1.0000000000000002,9700 COLLINS AVE,,L'Abbaye,Switzerland,9700 COLLINS AVE,,L'Abbaye,Switzerland
veesion.io,veesion.io,1.0000000000000002,,,,,,,,
Exponens,Exponens,1.0,{'Exponens': '20 Rue Brunel'},{'Exponens': '75017'},{'Exponens': 'Paris'},{'Exponens': 'France'},{'Exponens': '20 Rue Brunel'},{'Exponens': '75017'},{'Exponens': 'Paris'},{'Exponens': 'France'}
ALPHA-3i,ALPHA-3i,1.0,42 Rue René Cassin,32257,Rumilly,France,42 Rue René Cassin,32257,Rumilly,France
OUEST ACRO,OUEST ACRO,1.0,,18001,Louverné,France,,18001,Louverné,France
EPHEC,EPHEC,1.0000000000000002,3 Konrad Adenauerlaan,1200,Sint-Lambrechts-Woluwe,Belgium,3 Konrad Adenauerlaan,1200,Sint-Lambrechts-Woluwe,Belgium
aceenergie.com,aceenergie.com,1.0,,,,,,,,
Censio,Censio,1.0,19 Rue du Faubourg Saint-Denis,75010,Paris,France,19 Rue du Faubourg Saint-Denis,75010,Paris,France
Yahoo! Inc.,Yahoo! Inc.,1.0,{'Yahoo! Inc.': '123 Avenue Charles de Gaulle'},{'Yahoo! Inc.': '92525'},{'Yahoo! Inc.': 'Neuilly-sur-Seine'},{'Yahoo! Inc.': 'France'},{'Yahoo! Inc.': '123 Avenue Charles de Gaulle'},{'Yahoo! Inc.': '92525'},{'Yahoo! Inc.': 'Neuilly-sur-Seine'},{'Yahoo! Inc.': 'France'}
Pim-Bim,Pim-Bim,1.0000000000000002,8 Rue Juliette Dodu,75010,Paris,France,8 Rue Juliette Dodu,75010,Paris,France
Google Inc,Google Inc,1.0,{'Google Inc': '1600 Amphitheatre Parkway'},{'Google Inc': '94043'},{'Google Inc': 'Mountain View'},{'Google Inc': 'United States'},1600 Amphitheatre Parkway,94043,Mountain View,United States
Talentia Software,Talentia Software,1.0,21 Rue Lavoisier,92500,Rueil Malmaison,France,21 Rue Lavoisier,92500,Rueil Malmaison,France
Urbis Réalisations,Urbis Réalisations,1.0,58 Rue d'Alsace Lorraine,31000,Toulouse,France,58 Rue d'Alsace Lorraine,31000,Toulouse,France
Adok,adok,1.0,23/25 Rue Jean-Jacques Rousseau,94103,Paris,,23/25 Rue Jean-Jacques Rousseau,94103,Paris,
AssoConnect,AssoConnect,1.0000000000000002,27 Rue du Chemin Vert,75011,Paris,France,27 Rue du Chemin Vert,75011,Paris,France
MADEINVOTE,MADEINVOTE,1.0000000000000002,76 Rue de Rennes,75019,Paris,France,76 Rue de Rennes,75019,Paris,France
Schneider Electric,Schneider Electric,1.0000000000000002,{'Schneider Electric': ''},{'Schneider Electric': ''},{'Schneider Electric': 'Jakarta'},{'Schneider Electric': 'Indonesia'},{'Schneider Electric': '35 Rue Joseph Monier'},{'Schneider Electric': '92500'},{'Schneider Electric': 'Rueil-Malmaison'},{'Schneider Electric': 'France'}
VICAT,VICAT,1.0000000000000002,{'VICAT': '4 Rue Aristide Berges'},{'VICAT': '18001'},"{'VICAT': ""L'Isle-d'Abeau""}",{'VICAT': 'France'},{'VICAT': '4 Rue Aristide Berges'},{'VICAT': '18001'},"{'VICAT': ""L'Isle-d'Abeau""}",{'VICAT': 'France'}
Orion Digital Business Madagascar,Orion Digital Business Madagascar,1.0,Mahamasina,105,Antananarivo,Madagascar,Mahamasina,105,Antananarivo,Madagascar
Namkin,Namkin,1.0,,10000,Rosières-près-Troyes,France,,10000,Rosières-près-Troyes,France
Deepki,Deepki,1.0,46-48 Rue René Clair,20141,Paris,France,46-48 Rue René Clair,20141,Paris,France
ForCity,ForCity,1.0000000000000002,{'ForCity': '184 Cours Lafayette'},{'ForCity': '69003'},{'ForCity': 'Lyon'},{'ForCity': 'France'},{'ForCity': '184 Cours Lafayette'},{'ForCity': '69003'},{'ForCity': 'Lyon'},{'ForCity': 'France'}
ForCity,ForCity,1.0000000000000002,{'ForCity': '184 Cours Lafayette'},{'ForCity': '69003'},{'ForCity': 'Lyon'},{'ForCity': 'France'},{'ForCity': '184 Cours Lafayette'},{'ForCity': '69003'},{'ForCity': 'Lyon'},{'ForCity': 'France'}
ForCity,ForCity,1.0000000000000002,{'ForCity': '184 Cours Lafayette'},{'ForCity': '69003'},{'ForCity': 'Lyon'},{'ForCity': 'France'},{'ForCity': '184 Cours Lafayette'},{'ForCity': '69003'},{'ForCity': 'Lyon'},{'ForCity': 'France'}
ForCity,ForCity,1.0000000000000002,{'ForCity': '184 Cours Lafayette'},{'ForCity': '69003'},{'ForCity': 'Lyon'},{'ForCity': 'France'},{'ForCity': '184 Cours Lafayette'},{'ForCity': '69003'},{'ForCity': 'Lyon'},{'ForCity': 'France'}
Mixdata,Mixdata,1.0,95 Rue Marcel Dassault,92100,Boulogne-Billancourt,France,95 Rue Marcel Dassault,92100,Boulogne-Billancourt,France
Incenteev,Incenteev,1.0000000000000004,{'Incenteev': '126 Rue Lecourbe'},{'Incenteev': '75015'},{'Incenteev': 'Paris'},{'Incenteev': 'France'},{'Incenteev': '126 Rue Lecourbe'},{'Incenteev': '75015'},{'Incenteev': 'Paris'},{'Incenteev': 'France'}
Incenteev,Incenteev,1.0000000000000004,{'Incenteev': '126 Rue Lecourbe'},{'Incenteev': '75015'},{'Incenteev': 'Paris'},{'Incenteev': 'France'},{'Incenteev': '126 Rue Lecourbe'},{'Incenteev': '75015'},{'Incenteev': 'Paris'},{'Incenteev': 'France'}
Teads,Teads,1.0000000000000002,{'Teads': ''},{'Teads': '75006'},{'Teads': ''},{'Teads': ''},{'Teads': ''},{'Teads': '75006'},{'Teads': ''},{'Teads': ''}
Kersia,Kersia,1.0,,,,,,,,
Crédit Agricole | Nord Midi-Pyrénées,Crédit Agricole | Nord Midi-Pyrénées,1.0000000000000002,12 Place des États Unis,92120,Montrouge,France,12 Place des États Unis,92120,Montrouge,France
FlexyBeauty,FlexyBeauty,1.0,27 Rue Cardinet,75009,Paris,France,27 Rue Cardinet,75009,Paris,France
Webedia,Webedia,1.0000000000000002,2 Rue Paul Vaillant Couturier,92532,Levallois-Perret,France,{'Webedia': '2 Rue Paul Vaillant Couturier'},{'Webedia': '92532'},{'Webedia': 'Levallois-Perret'},{'Webedia': 'France'}
Agence Copernic,Agence Copernic,1.0000000000000002,,02141,,France,,02141,,France
IÉSEG School of Management,IÉSEG School of Management,1.0,40 Rue de Lille,59000,Paris,France,40 Rue de Lille,59000,Paris,France
SOCOTEC,SOCOTEC,1.0000000000000002,{'SOCOTEC': '3 Avenue du Centre'},{'SOCOTEC': '20732'},{'SOCOTEC': 'Guyancourt'},{'SOCOTEC': 'France'},{'SOCOTEC': ''},{'SOCOTEC': ''},{'SOCOTEC': ''},{'SOCOTEC': ''}
SOCOTEC,SOCOTEC,1.0000000000000002,{'SOCOTEC': '3 Avenue du Centre'},{'SOCOTEC': '20732'},{'SOCOTEC': 'Guyancourt'},{'SOCOTEC': 'France'},{'SOCOTEC': ''},{'SOCOTEC': ''},{'SOCOTEC': ''},{'SOCOTEC': ''}
ACOEM,ACOEM,1.0000000000000002,200 Chemin des Ormeaux,69001,Limonest,France,200 Chemin des Ormeaux,69001,Limonest,France
Plastic Omnium,Plastic Omnium,1.0000000000000002,{'Plastic Omnium': '1 Allée Pierre Burelle'},{'Plastic Omnium': '92593'},{'Plastic Omnium': 'Levallois-Perret'},{'Plastic Omnium': 'France'},{'Plastic Omnium': '1 Allée Pierre Burelle'},{'Plastic Omnium': '92593'},{'Plastic Omnium': 'Levallois-Perret'},{'Plastic Omnium': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
OVH LTD,OVH LTD,1.0000000000000002,{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'},{'OVH LTD': '2 Rue Kellermann'},{'OVH LTD': '59100'},{'OVH LTD': 'Roubaix'},{'OVH LTD': 'France'}
Livestorm SAS,Livestorm SAS,1.0,24 Rue Rodier,75009,Paris,France,24 Rue Rodier,75009,Paris,France
Brennus Analytics,Brennus Analytics,1.0,94 Rue du Commerce,75015,Paris,France,94 Rue du Commerce,75015,Paris,France
Sodepac International,Sodepac International,1.0,Av. Industrielle,59320,Hallennes-lez-Haubourdin,France,Av. Industrielle,59320,Hallennes-lez-Haubourdin,France
Sadec Akelys,Sadec Akelys,1.0000000000000002,{'Sadec Akelys': ''},{'Sadec Akelys': ''},{'Sadec Akelys': ''},{'Sadec Akelys': 'France'},,,,France
SPARTED,SPARTED,1.0000000000000002,"{'SPARTED': '86, RUE DE CHARONNE'}",{'SPARTED': '75009'},{'SPARTED': 'Paris'},{'SPARTED': 'France'},"{'SPARTED': '86, RUE DE CHARONNE'}",{'SPARTED': '75009'},{'SPARTED': 'Paris'},{'SPARTED': 'France'}
SPARTED,SPARTED,1.0000000000000002,"{'SPARTED': '86, RUE DE CHARONNE'}",{'SPARTED': '75009'},{'SPARTED': 'Paris'},{'SPARTED': 'France'},"{'SPARTED': '86, RUE DE CHARONNE'}",{'SPARTED': '75009'},{'SPARTED': 'Paris'},{'SPARTED': 'France'}
SPARTED,SPARTED,1.0000000000000002,"{'SPARTED': '86, RUE DE CHARONNE'}",{'SPARTED': '75009'},{'SPARTED': 'Paris'},{'SPARTED': 'France'},"{'SPARTED': '86, RUE DE CHARONNE'}",{'SPARTED': '75009'},{'SPARTED': 'Paris'},{'SPARTED': 'France'}
black-sheep.io,black-sheep.io,1.0,,,,,,,,
SFR,SFR,1.0,{'SFR': '2 Rue du Général Alain de Boissieu'},{'SFR': '75015'},{'SFR': 'Paris'},{'SFR': 'France'},{'SFR': '1 Square Bela Bartok'},{'SFR': '20539'},{'SFR': 'Paris'},{'SFR': 'France'}
InterCloud,InterCloud,1.0000000000000002,{'InterCloud': '88-90 Boulevard de Sébastopol'},{'InterCloud': '75001'},{'InterCloud': 'Paris'},{'InterCloud': 'France'},{'InterCloud': '88-90 Boulevard de Sébastopol'},{'InterCloud': '75001'},{'InterCloud': 'Paris'},{'InterCloud': 'France'}
InterCloud,InterCloud,1.0000000000000002,{'InterCloud': '88-90 Boulevard de Sébastopol'},{'InterCloud': '75001'},{'InterCloud': 'Paris'},{'InterCloud': 'France'},{'InterCloud': '88-90 Boulevard de Sébastopol'},{'InterCloud': '75001'},{'InterCloud': 'Paris'},{'InterCloud': 'France'}
ChoYou,ChoYou,1.0000000000000002,655 4th Street,94105,San Francisco,France,655 4th Street,94105,San Francisco,France
Mon Chasseur Immo,Mon Chasseur Immo,1.0,,33082,,,,33082,,
Gmail,Gmail,1.0,{'Gmail': '1600 Amphitheatre Parkway'},{'Gmail': '94043'},{'Gmail': 'Mountain View'},{'Gmail': 'United States'},{'Gmail': '1600 Amphitheatre Parkway'},{'Gmail': '94043'},{'Gmail': 'Mountain View'},{'Gmail': 'United States'}
Gmail,Gmail,1.0,{'Gmail': '1600 Amphitheatre Parkway'},{'Gmail': '94043'},{'Gmail': 'Mountain View'},{'Gmail': 'United States'},{'Gmail': '1600 Amphitheatre Parkway'},{'Gmail': '94043'},{'Gmail': 'Mountain View'},{'Gmail': 'United States'}
Gmail,Gmail,1.0,{'Gmail': '1600 Amphitheatre Parkway'},{'Gmail': '94043'},{'Gmail': 'Mountain View'},{'Gmail': 'United States'},{'Gmail': '1600 Amphitheatre Parkway'},{'Gmail': '94043'},{'Gmail': 'Mountain View'},{'Gmail': 'United States'}
Gmail,Gmail,1.0,{'Gmail': '1600 Amphitheatre Parkway'},{'Gmail': '94043'},{'Gmail': 'Mountain View'},{'Gmail': 'United States'},{'Gmail': '1600 Amphitheatre Parkway'},{'Gmail': '94043'},{'Gmail': 'Mountain View'},{'Gmail': 'United States'}
Pinpo,Pinpo,1.0,,,,France,,,,France
A2 Conseil,A2 Conseil,1.0000000000000002,15 Rue de la Ferme Saint-Ladre,57155,Marly,France,15 Rue de la Ferme Saint-Ladre,57155,Marly,France
alec42.org,alec42.org,1.0,,,,France,,,,France
Sia Partners,Sia Partners,1.0000000000000002,12 Rue Magellan,75008,Paris,France,{'Sia Partners': '12 Rue Magellan'},{'Sia Partners': '75008'},{'Sia Partners': 'Paris'},{'Sia Partners': 'France'}
Sia Partners,Sia Partners,1.0000000000000002,12 Rue Magellan,75008,Paris,France,{'Sia Partners': '12 Rue Magellan'},{'Sia Partners': '75008'},{'Sia Partners': 'Paris'},{'Sia Partners': 'France'}
Bpifrance,Bpifrance,1.0000000000000002,{'Bpifrance': '261 Avenue du Général Leclerc'},{'Bpifrance': '75009'},{'Bpifrance': 'Maisons-Alfort'},{'Bpifrance': 'France'},{'Bpifrance': '261 Avenue du Général Leclerc'},{'Bpifrance': '75009'},{'Bpifrance': 'Maisons-Alfort'},{'Bpifrance': 'France'}
Bpifrance,Bpifrance,1.0000000000000002,{'Bpifrance': '261 Avenue du Général Leclerc'},{'Bpifrance': '75009'},{'Bpifrance': 'Maisons-Alfort'},{'Bpifrance': 'France'},{'Bpifrance': '261 Avenue du Général Leclerc'},{'Bpifrance': '75009'},{'Bpifrance': 'Maisons-Alfort'},{'Bpifrance': 'France'}
Bpifrance,Bpifrance,1.0000000000000002,{'Bpifrance': '261 Avenue du Général Leclerc'},{'Bpifrance': '75009'},{'Bpifrance': 'Maisons-Alfort'},{'Bpifrance': 'France'},{'Bpifrance': '261 Avenue du Général Leclerc'},{'Bpifrance': '75009'},{'Bpifrance': 'Maisons-Alfort'},{'Bpifrance': 'France'}
PrimeRevenue,PrimeRevenue,1.0000000000000002,1100 Peachtree Street Northeast,30309,Atlanta,United States,1100 Peachtree Street Northeast,30309,Atlanta,United States
Microsoft,Microsoft,1.0,"{'Microsoft': '39 Quai Du President Roosevelt, 92445 ISSY LES MOULINEAUX CEDEX'}",{'Microsoft': '92130'},{'Microsoft': 'Issy-les-Moulineaux'},{'Microsoft': 'France'},"{'Microsoft': '39 Quai Du President Roosevelt, 92445 ISSY LES MOULINEAUX CEDEX'}",{'Microsoft': '92130'},{'Microsoft': 'Issy-les-Moulineaux'},{'Microsoft': 'France'}
Aubade Paris,Aubade Paris,1.0000000000000002,{'Aubade Paris': '1 Strehlgasse'},{'Aubade Paris': '8001'},{'Aubade Paris': 'Zürich'},{'Aubade Paris': 'Switzerland'},{'Aubade Paris': '1 Strehlgasse'},{'Aubade Paris': '8001'},{'Aubade Paris': 'Zürich'},{'Aubade Paris': 'Switzerland'}
Aubade Paris,Aubade Paris,1.0000000000000002,{'Aubade Paris': '1 Strehlgasse'},{'Aubade Paris': '8001'},{'Aubade Paris': 'Zürich'},{'Aubade Paris': 'Switzerland'},{'Aubade Paris': '1 Strehlgasse'},{'Aubade Paris': '8001'},{'Aubade Paris': 'Zürich'},{'Aubade Paris': 'Switzerland'}
DIXONS CARPHONE PLC,DIXONS CARPHONE PLC,1.0000000000000002,1 Portal Way,W3 6RS,London,United Kingdom,1 Portal Way,W3 6RS,London,United Kingdom
DIXONS CARPHONE PLC,Dixons Carphone Plc,1.0000000000000002,1 Portal Way,W3 6RS,London,United Kingdom,1 Portal Way,W3 6RS,London,United Kingdom
River Island,River Island,1.0000000000000002,GROTE MARKSTRAAT 53,W5 1DR,London,United Kingdom,GROTE MARKSTRAAT 53,W5 1DR,London,United Kingdom
Swarovski,Swarovski,1.0,411 Alte Landstrasse,8708,Männedorf,Switzerland,411 Alte Landstrasse,8708,Männedorf,Switzerland
Dior,Dior,1.0,{'Dior': '30 Avenue Montaigne'},{'Dior': '75008'},{'Dior': 'Paris'},{'Dior': 'France'},{'Dior': '30 Avenue Montaigne'},{'Dior': '75008'},{'Dior': 'Paris'},{'Dior': 'France'}
Dior,Dior,1.0,{'Dior': '30 Avenue Montaigne'},{'Dior': '75008'},{'Dior': 'Paris'},{'Dior': 'France'},{'Dior': '30 Avenue Montaigne'},{'Dior': '75008'},{'Dior': 'Paris'},{'Dior': 'France'}
Beaverbrooks Ltd,Beaverbrooks Ltd,1.0,"ADELE HOUSE, 32- 34 PARK RD",FY8 1RE,Metrocentre,United Kingdom,"ADELE HOUSE, 32- 34 PARK RD",FY8 1RE,Metrocentre,United Kingdom
Fiskars Brands Inc,Fiskars Brands Inc,1.0,2537 DANIELS ST,53562,Madison,,2537 DANIELS ST,53562,Madison,
Google,Google,1.0000000000000002,{'Google': '1600 Amphitheatre Parkway'},{'Google': '94043'},{'Google': 'Mountain View'},{'Google': 'United States'},{'Google': '1600 Amphitheatre Parkway'},{'Google': '94043'},{'Google': 'Mountain View'},{'Google': 'United States'}
Google,Google,1.0000000000000002,{'Google': '1600 Amphitheatre Parkway'},{'Google': '94043'},{'Google': 'Mountain View'},{'Google': 'United States'},{'Google': '1600 Amphitheatre Parkway'},{'Google': '94043'},{'Google': 'Mountain View'},{'Google': 'United States'}
Google,Google,1.0000000000000002,{'Google': '1600 Amphitheatre Parkway'},{'Google': '94043'},{'Google': 'Mountain View'},{'Google': 'United States'},{'Google': '1600 Amphitheatre Parkway'},{'Google': '94043'},{'Google': 'Mountain View'},{'Google': 'United States'}
Google,Google,1.0000000000000002,{'Google': '1600 Amphitheatre Parkway'},{'Google': '94043'},{'Google': 'Mountain View'},{'Google': 'United States'},{'Google': '1600 Amphitheatre Parkway'},{'Google': '94043'},{'Google': 'Mountain View'},{'Google': 'United States'}
New Yorker,NEW YORKER,1.0000000000000002,HANSESTRASSE 48,95014,Brunswick,Germany,HANSESTRASSE 48,95014,Brunswick,Germany
Montblanc,Montblanc,1.0000000000000002,{'Montblanc': '100 Hellgrundweg'},{'Montblanc': '10022'},{'Montblanc': 'Hamburg'},{'Montblanc': ''},100 Hellgrundweg,10022,Hamburg,
ADEO,ADEO,1.0,{'ADEO': '135 Rue Sadi Carnot'},{'ADEO': '59790'},{'ADEO': 'Ronchin'},{'ADEO': 'France'},{'ADEO': '135 Rue Sadi Carnot'},{'ADEO': '59790'},{'ADEO': 'Ronchin'},{'ADEO': 'France'}
ADEO,ADEO,1.0,{'ADEO': '135 Rue Sadi Carnot'},{'ADEO': '59790'},{'ADEO': 'Ronchin'},{'ADEO': 'France'},{'ADEO': '135 Rue Sadi Carnot'},{'ADEO': '59790'},{'ADEO': 'Ronchin'},{'ADEO': 'France'}
Coca-Cola,Coca-Cola,1.0000000000000002,1 Coca Cola Plaza,30313,Atlanta,United States,1 Coca Cola Plaza,30313,Atlanta,United States
Salesforce,Salesforce,1.0,{'Salesforce': '1 Market Street'},{'Salesforce': '94105'},{'Salesforce': 'San Francisco'},{'Salesforce': 'United States'},{'Salesforce': '1 Market Street'},{'Salesforce': '94105'},{'Salesforce': 'San Francisco'},{'Salesforce': 'United States'}
Salesforce,Salesforce,1.0,{'Salesforce': '1 Market Street'},{'Salesforce': '94105'},{'Salesforce': 'San Francisco'},{'Salesforce': 'United States'},{'Salesforce': '1 Market Street'},{'Salesforce': '94105'},{'Salesforce': 'San Francisco'},{'Salesforce': 'United States'}
Footasylum plc,Footasylum plc,1.0,"UNIT 1 BROADFIELD DISTRIBUTION CENTRE, PILSWORTH RD",OL11 1RY,Heywood,United Kingdom,"{'Footasylum plc': 'UNIT 1 BROADFIELD DISTRIBUTION CENTRE, PILSWORTH RD'}",{'Footasylum plc': 'OL11 1RY'},{'Footasylum plc': 'Heywood'},{'Footasylum plc': 'United Kingdom'}
Footasylum plc,Footasylum plc,1.0,"UNIT 1 BROADFIELD DISTRIBUTION CENTRE, PILSWORTH RD",OL11 1RY,Heywood,United Kingdom,"{'Footasylum plc': 'UNIT 1 BROADFIELD DISTRIBUTION CENTRE, PILSWORTH RD'}",{'Footasylum plc': 'OL11 1RY'},{'Footasylum plc': 'Heywood'},{'Footasylum plc': 'United Kingdom'}
GUERLAIN,GUERLAIN,1.0,{'GUERLAIN': '10 Rue des Francs Bourgeois'},{'GUERLAIN': '75003'},{'GUERLAIN': 'Paris'},{'GUERLAIN': 'France'},{'GUERLAIN': ''},{'GUERLAIN': ''},{'GUERLAIN': ''},{'GUERLAIN': ''}
GUERLAIN,GUERLAIN,1.0,{'GUERLAIN': '10 Rue des Francs Bourgeois'},{'GUERLAIN': '75003'},{'GUERLAIN': 'Paris'},{'GUERLAIN': 'France'},{'GUERLAIN': ''},{'GUERLAIN': ''},{'GUERLAIN': ''},{'GUERLAIN': ''}
Biomonde,Biomonde,1.0,12 Rue Rodier,75009,Paris,France,12 Rue Rodier,75009,Paris,France
NAF NAF,NAF NAF,1.0,{'NAF NAF': '10 Boulevard Foch'},{'NAF NAF': '75011'},{'NAF NAF': 'Épinay-sur-Seine'},{'NAF NAF': 'France'},{'NAF NAF': '10 Boulevard Foch'},{'NAF NAF': '75011'},{'NAF NAF': 'Épinay-sur-Seine'},{'NAF NAF': 'France'}
NAF NAF,NAF NAF,1.0,{'NAF NAF': '10 Boulevard Foch'},{'NAF NAF': '75011'},{'NAF NAF': 'Épinay-sur-Seine'},{'NAF NAF': 'France'},{'NAF NAF': '10 Boulevard Foch'},{'NAF NAF': '75011'},{'NAF NAF': 'Épinay-sur-Seine'},{'NAF NAF': 'France'}
Gordon Food Service,Gordon Food Service,1.0000000000000002,1300 Gezon Parkway Southwest,49509,Wyoming,United States,1300 Gezon Parkway Southwest,49509,Wyoming,United States
Global D,Global D,1.0,118 AV. M. MÉRIEUX - ZI DE SACUNY,69530,Brignais,France,118 AV. M. MÉRIEUX - ZI DE SACUNY,69530,Brignais,France
BALINEA,Balinea,1.0,{'BALINEA': ''},{'BALINEA': ''},{'BALINEA': ''},{'BALINEA': ''},,,,
BALINEA,BALINEA,1.0,{'BALINEA': ''},{'BALINEA': ''},{'BALINEA': ''},{'BALINEA': ''},{'BALINEA': ''},{'BALINEA': ''},{'BALINEA': ''},{'BALINEA': ''}
