Company,Website_x,Telephone_x,Adresse,Zip,City,Country,combined_attributes_x,Website_y,Telephone_y,combined_attributes_y
SOCIÉTÉ GÉNÉRALE,,+33 1 42 14 20 00,,,,,SOCIÉTÉ GÉNÉRALE    ,,+33 1 42 14 20 00,SOCIÉTÉ GÉNÉRALE    
BNP PARIBAS ITO,,,,,,,BNP PARIBAS ITO    ,,,BNP PARIBAS ITO    
SERVAIR,,,,,,,SERVAIR    ,,,SERVAIR    
EIFFAGE GÉNIE CIVIL,,,,,,,EIFFAGE GÉNIE CIVIL    ,,,EIFFAGE GÉNIE CIVIL    
BANQUE DE FRANCE,,0142924292,,,,,BANQUE DE FRANCE    ,,0142924292,BANQUE DE FRANCE    
BANQUE DE FRANCE,,0142924292,,,,,BANQUE DE FRANCE    ,,01 42 44 88 88,BANQUE DE FRANCE    
BANQUE DE FRANCE,,0142924292,,,,,BANQUE DE FRANCE    ,https://www.banque-france.fr,,BANQUE DE FRANCE    
BANQUE DE FRANCE,,01 64 80 20 85,,,,,BANQUE DE FRANCE    ,,0142924292,BANQUE DE FRANCE    
BANQUE DE FRANCE,,01 64 80 20 85,,,,,BANQUE DE FRANCE    ,,01 42 44 88 88,BANQUE DE FRANCE    
BANQUE DE FRANCE,,01 64 80 20 85,,,,,BANQUE DE FRANCE    ,https://www.banque-france.fr,,BANQUE DE FRANCE    
SIEMENS,,,,,,,SIEMENS    ,,01 85 57 06 82,SIEMENS    
BOUYGUES CONSTRUCTION IT,,,,,,,BOUYGUES CONSTRUCTION IT    ,,,BOUYGUES CONSTRUCTION IT    
BNP PARIBAS LEASING SOLUTIONS,,01 41 97 20 00,,,,,BNP PARIBAS LEASING SOLUTIONS    ,,01 41 97 20 00,BNP PARIBAS LEASING SOLUTIONS    
TOTAL MS,,,,,,,TOTAL MS    ,,,TOTAL MS    
EOVI MCD MUTUELLE,,,,,,,EOVI MCD MUTUELLE    ,,01 44 17 35 35,EOVI MCD MUTUELLE    
ICF HABITAT,,,,,,,ICF HABITAT    ,,,ICF HABITAT    
NGE,,,,,,,NGE    ,,04 90 91 60 00,NGE    
FRANCIS LEFEBVRE FORMATION,,,,,,,FRANCIS LEFEBVRE FORMATION    ,,01 44 01 39 99,FRANCIS LEFEBVRE FORMATION    
POINT P,,,,,,,POINT P    ,,01 40 03 33 00,POINT P    
POINT P,,01 40 03 33 00,,,,,POINT P    ,,01 40 03 33 00,POINT P    
FENDI,,01 47 03 21 70,,,,,FENDI    ,,01 47 03 21 70,FENDI    
OUI.SNCF,,,,,,,OUI.SNCF    ,https://www.oui.sncf,,OUI.SNCF    
OUI.SNCF,https://www.oui.sncf,,,,,,OUI.SNCF    ,https://www.oui.sncf,,OUI.SNCF    
GROUPE SMA,,01 40 59 70 00,,,,,GROUPE SMA    ,,01 40 59 70 00,GROUPE SMA    
GROUPE SAMSE,,04 76 85 78 00,2 Rue Raymond Pitet,38030,Grenoble,France,GROUPE SAMSE 2 Rue Raymond Pitet 38030 Grenoble France,,04 76 85 78 00,GROUPE SAMSE 2 Rue Raymond Pitet 38030 Grenoble France
GROUPAMA,,01 44 56 77 77,,,,,GROUPAMA    ,,01 44 56 77 77,GROUPAMA    
GROUPAMA,,,,,,,GROUPAMA    ,,01 44 56 77 77,GROUPAMA    
PARFUMS CHRISTIAN DIOR,,,,,,,PARFUMS CHRISTIAN DIOR    ,,01 49 53 85 00,PARFUMS CHRISTIAN DIOR    
PARFUMS CHRISTIAN DIOR,,01 49 53 85 00,,,,,PARFUMS CHRISTIAN DIOR    ,,01 49 53 85 00,PARFUMS CHRISTIAN DIOR    
SAINT-GOBAIN,,,,,,,SAINT-GOBAIN    ,,,SAINT-GOBAIN    
SAINT-GOBAIN,,02 99 65 20 20,,,,,SAINT-GOBAIN    ,,,SAINT-GOBAIN    
Danone Waters,danonewaters.de,,,,,,Danone Waters    ,,,Danone Waters    
Danone Waters,danonewaters.de,,,,,,Danone Waters    ,danonewaters.de,,Danone Waters    
Yuco,yuco.co,,,,Paris,France,Yuco   Paris France,yuco.co,,Yuco   Paris France
Northgate plc,northgateplc.com,+44 844 826 6555,20 Allington Way,DL1 4PZ,Darlington,United Kingdom,Northgate plc 20 Allington Way DL1 4PZ Darlington United Kingdom,northgateplc.com,+44 1325 467558,Northgate plc 20 Allington Way DL1 4PZ Darlington United Kingdom
DSRL,dounreay.com,+44 1847 802121,16 Nebraska S66A,68418,Thurso,United Kingdom,DSRL 16 Nebraska S66A 68418 Thurso United Kingdom,dounreay.com,+44 1847 802121,DSRL 16 Nebraska S66A 68418 Thurso United Kingdom
Companies House,companieshouse.gov.uk,+44 303 123 4500,4 ABBEY ORCHARD ST,SA2 7HQ,Cardiff,United Kingdom,Companies House 4 ABBEY ORCHARD ST SA2 7HQ Cardiff United Kingdom,companieshouse.gov.uk,+44 303 123 4500,Companies House 4 ABBEY ORCHARD ST SA2 7HQ Cardiff United Kingdom
Groupe ETAM,etam-groupe.com,,,,Clichy,France,Groupe ETAM   Clichy France,etam-groupe.com,,Groupe ETAM   Clichy France
Cambridge City Council,cambridge.gov.uk,(617) 349-4280,4 Regent Street,CB1 0JH,Cambridge,United Kingdom,Cambridge City Council 4 Regent Street CB1 0JH Cambridge United Kingdom,cambridge.gov.uk,+44 1223 458282,Cambridge City Council 4 Regent Street CB1 0JH Cambridge United Kingdom
Idverde,idverde.com,33 1 82 97 04 80,38 Rue Jacques Ibert,92300,Levallois-Perret,France,Idverde 38 Rue Jacques Ibert 92300 Levallois-Perret France,idverde.com,33 1 82 97 04 80,Idverde 38 Rue Jacques Ibert 92300 Levallois-Perret France
Club Identicar,https://identicar.com,,144 Avenue Roger Salengro,92372,Chaville,France,Club Identicar 144 Avenue Roger Salengro 92372 Chaville France,https://identicar.com,,Club Identicar 144 Avenue Roger Salengro 92372 Chaville France
Eversheds Sutherland,eversheds-sutherland.com,+44 20 7919 4500,1 Wood Street,EC2V 7WS,London,United Kingdom,Eversheds Sutherland 1 Wood Street EC2V 7WS London United Kingdom,eversheds-sutherland.com,44 20 7919 4500,Eversheds Sutherland 1 Wood Street EC2V 7WS London United Kingdom
Groupe RDT,groupe-rdt.com,+33 4 91 03 06 47,53 Avenue de Saint-Barnabé,40063,Marseille,France,Groupe RDT 53 Avenue de Saint-Barnabé 40063 Marseille France,groupe-rdt.com,+33 4 91 03 06 47,Groupe RDT 53 Avenue de Saint-Barnabé 40063 Marseille France
Crédit Mutuel Arkea,,,"Brest, France",,Brest,France,"Crédit Mutuel Arkea Brest, France  Brest France",,,"Crédit Mutuel Arkea Brest, France  Brest France"
LA POSTE Group,,,"Paris, France",,,,"LA POSTE Group Paris, France   ",,,"LA POSTE Group Paris, France   "
Coty,,,"Paris, France",,Paris,France,"Coty Paris, France  Paris France",,,"Coty Paris, France  Paris France"
Generic,,,,,,,Generic    ,,,Generic    
Havas,,,,,,,Havas    ,,,Havas    
Allianz France,allianz.fr,,87 Rue de Richelieu,22739,Paris,France,Allianz France 87 Rue de Richelieu 22739 Paris France,allianz.fr,,Allianz France 87 Rue de Richelieu 22739 Paris France
CleverConnect,cleverconnect.com,,,75008,,,CleverConnect  75008  ,https://www.cleverconnect.com/fr/accueil/,,CleverConnect  75008  
Kapten,kapten.com,,51 Eastcheap,WC2A 1EU,London,United Kingdom,Kapten 51 Eastcheap WC2A 1EU London United Kingdom,kapten.com,,Kapten 51 Eastcheap WC2A 1EU London United Kingdom
"Sociabble, Inc.",sociabble.com,+1 917-725-4101,28 Rue Meslay,75003,Paris,France,"Sociabble, Inc. 28 Rue Meslay 75003 Paris France",sociabble.com,,"Sociabble, Inc. 28 Rue Meslay 75003 Paris France"
XAnge,xange.fr,0153430530,27 Rue Marbeuf,75008,Paris,France,XAnge 27 Rue Marbeuf 75008 Paris France,xange.fr,0153430530,XAnge 27 Rue Marbeuf 75008 Paris France
leah.care,leah.care,,,,,,leah.care    ,leah.care,,leah.care    
numberly,numberly.com,+33 149490660,28 Rue de Châteaudun,75009,Paris-9E-Arrondissement,France,numberly 28 Rue de Châteaudun 75009 Paris-9E-Arrondissement France,numberly.com,+33 149490660,numberly 28 Rue de Châteaudun 75009 Paris-9E-Arrondissement France
Proximis,proximis.com,33 9 72 26 88 88,10 Rue des Bluets,75011,Paris,France,Proximis 10 Rue des Bluets 75011 Paris France,proximis.com,33 9 72 26 88 88,Proximis 10 Rue des Bluets 75011 Paris France
Coorpacademy,https://www.coorpacademy.com/,41 798548069,4 Boulevard Poissonnière,1015,Paris,Switzerland,Coorpacademy 4 Boulevard Poissonnière 1015 Paris Switzerland,coorpacademy.com,41 798548069,Coorpacademy 4 Boulevard Poissonnière 1015 Paris Switzerland
Unit4,unit4.com,31 88 247 1777,STATIONSPARK 1000,3364DA,Sliedrecht,Netherlands,Unit4 STATIONSPARK 1000 3364DA Sliedrecht Netherlands,unit4.com,31 88 247 1777,Unit4 STATIONSPARK 1000 3364DA Sliedrecht Netherlands
Contentsquare,contentsquare.com,+442072972560,50 Avenue Montaigne,10018,Paris,United Kingdom,Contentsquare 50 Avenue Montaigne 10018 Paris United Kingdom,contentsquare.com,+442072972560,Contentsquare 50 Avenue Montaigne 10018 Paris United Kingdom
Microsoft Corp.,hotmail.be,60536503,73 HVIDOVREVEJ,2650,Hvidovre,Denmark,Microsoft Corp. 73 HVIDOVREVEJ 2650 Hvidovre Denmark,hotmail.be,,Microsoft Corp. 73 HVIDOVREVEJ 2650 Hvidovre Denmark
KB8,kb8.fr,+33 4 42 94 06 20,111 Rue Marcel Dassault,13320,Bouc-Bel-Air,France,KB8 111 Rue Marcel Dassault 13320 Bouc-Bel-Air France,kb8.fr,+33 4 42 94 06 20,KB8 111 Rue Marcel Dassault 13320 Bouc-Bel-Air France
ubble.ai,ubble.ai,,,,,Anguilla,ubble.ai    Anguilla,ubble.ai,,ubble.ai    Anguilla
AOS,go-aos.io,,398 11th St,94103,San Francisco,United States,AOS 398 11th St 94103 San Francisco United States,go-aos.io,,AOS 398 11th St 94103 San Francisco United States
Kerala Ventures,kerala.vc,,7 RUE PUVIS DE CHAVANNES,75008,Paris,France,Kerala Ventures 7 RUE PUVIS DE CHAVANNES 75008 Paris France,kerala.vc,,Kerala Ventures 7 RUE PUVIS DE CHAVANNES 75008 Paris France
BNP PARIBAS SA,,01 43 16 94 22,,,,,BNP PARIBAS SA    ,,01 43 16 94 22,BNP PARIBAS SA    
VALEO,,01 40 55 20 20,,,,,VALEO    ,http://www.valeo.com,,VALEO    
GROUPE PSA,,01 55 94 81 00,,,,,GROUPE PSA    ,,,GROUPE PSA    
GROUPE PSA,,01 55 94 81 00,,,,,GROUPE PSA    ,https://www.groupe-psa.com/fr,,GROUPE PSA    
GROUPE PSA,https://www.groupe-psa.com/fr,,,,,,GROUPE PSA    ,,,GROUPE PSA    
GROUPE PSA,https://www.groupe-psa.com/fr,,,,,,GROUPE PSA    ,https://www.groupe-psa.com/fr,,GROUPE PSA    
VIRBAC,,+ 33 4 92 08 74 81,,,,,VIRBAC    ,,04 92 08 71 00,VIRBAC    
AIR LIQUIDE HEALTHCARE,,,,,,,AIR LIQUIDE HEALTHCARE    ,,,AIR LIQUIDE HEALTHCARE    
BNP PARIBAS PERSONAL FINANCE,,01 58 61 95 47,,,,,BNP PARIBAS PERSONAL FINANCE    ,http://www.bnpparibas-pf.com,,BNP PARIBAS PERSONAL FINANCE    
HUB ONE,,01 70 03 85 00,,,,,HUB ONE    ,,01 74 37 24 24,HUB ONE    
VEOLIA,,01 85 57 70 00.,,,,,VEOLIA    ,,01 85 57 70 00.,VEOLIA    
DALKIA,,01 71 00 71 00,,,,,DALKIA    ,,03 20 63 42 42,DALKIA    
DALKIA,,01 71 00 71 00,,,,,DALKIA    ,,01 71 00 71 00,DALKIA    
ZOETIS,,,,,,,ZOETIS    ,,,ZOETIS    
BOUYGUES SA,,01 44 20 11 24,,,,,BOUYGUES SA    ,,01 44 20 11 24,BOUYGUES SA    
GROUPAMA LOIRE BRETAGNE,,02 99 29 57 57,,,,,GROUPAMA LOIRE BRETAGNE    ,,,GROUPAMA LOIRE BRETAGNE    
MEDIAPOST,,01 79 41 92 83,,,,,MEDIAPOST    ,,,MEDIAPOST    
GROUPAMA SUPPORTS ET SERVICES,,01 70 94 31 38,,,,,GROUPAMA SUPPORTS ET SERVICES    ,,01 70 94 31 38,GROUPAMA SUPPORTS ET SERVICES    
CLUB MED,,01 53 35 35 53,,,,,CLUB MED    ,,01 53 35 35 53,CLUB MED    
GROUPAMA CENTRE MANCHE,,02 43 43 32 38,,,,,GROUPAMA CENTRE MANCHE    ,,02 37 88 38 38,GROUPAMA CENTRE MANCHE    
BNP PARIBAS ITG,,,,,,,BNP PARIBAS ITG    ,,,BNP PARIBAS ITG    
LACTALIS,,02 43 59 42 59,,,,,LACTALIS    ,,,LACTALIS    
LACTALIS,,02 43 59 42 59,,,,,LACTALIS    ,http://www.lactalis.fr,,LACTALIS    
LACTALIS,http://www.lactalis.fr,,,,,,LACTALIS    ,,,LACTALIS    
LACTALIS,http://www.lactalis.fr,,,,,,LACTALIS    ,http://www.lactalis.fr,,LACTALIS    
POLE EMPLOI,,01 56 96 39 21,,,,,POLE EMPLOI    ,,,POLE EMPLOI    
GROUPAMA PROTECTION JURIDIQUE,,,,,,,GROUPAMA PROTECTION JURIDIQUE    ,,,GROUPAMA PROTECTION JURIDIQUE    
YVES ROCHER,,01 41 08 55 00,,,,,YVES ROCHER    ,,01 41 08 55 00,YVES ROCHER    
YVES ROCHER,,01 41 08 55 00,,,,,YVES ROCHER    ,https://www.groupe-rocher.com/fr,,YVES ROCHER    
HERMÈS INTERNATIONAL,,01 40 17 47 17,,,,,HERMÈS INTERNATIONAL    ,,0140174717,HERMÈS INTERNATIONAL    
L'ORÉAL,,01 49 56 70 00,,,,,L'ORÉAL    ,http://www.loreal.com,,L'ORÉAL    
L'ORÉAL,http://www.loreal.com,,,,,,L'ORÉAL    ,http://www.loreal.com,,L'ORÉAL    
SODEXO,,01 30 85 75 00,,,,,SODEXO    ,,01 30 85 75 00 0141252627,SODEXO    
SODEXO,,01 30 85 75 00,,,,,SODEXO    ,http://www.sodexo.com,,SODEXO    
SODEXO,http://www.sodexo.com,,,,,,SODEXO    ,,01 30 85 75 00 0141252627,SODEXO    
SODEXO,http://www.sodexo.com,,,,,,SODEXO    ,http://www.sodexo.com,,SODEXO    
CONFORAMA,,01 60 95 28 00,,,,,CONFORAMA    ,,,CONFORAMA    
CONFORAMA,,+33 1 60 95 26 17,,,,,CONFORAMA    ,,,CONFORAMA    
CELGENE,,01 53 42 43 00,,,,,CELGENE    ,,,CELGENE    
GRAS SAVOYE,,01 41 43 50 00,,,,,GRAS SAVOYE    ,,+331 41 43 50 00,GRAS SAVOYE    
CARSAT SUD-EST,,04 91 85 74 09,,,,,CARSAT SUD-EST    ,,,CARSAT SUD-EST    
GROUPAMA PARIS VAL DE LOIRE,,01 49 12 29 03,,,,,GROUPAMA PARIS VAL DE LOIRE    ,,02 38 49 77 77,GROUPAMA PARIS VAL DE LOIRE    
SNCF TRANSILIEN,,,,,,,SNCF TRANSILIEN    ,http://www.sncf.com,,SNCF TRANSILIEN    
SNCF TRANSILIEN,http://www.sncf.com,,,,,,SNCF TRANSILIEN    ,http://www.sncf.com,,SNCF TRANSILIEN    
DIAGNOSTICA STAGO,,01 41 47 15 23,,,,,DIAGNOSTICA STAGO    ,,33 (0)1 46 88 20 20,DIAGNOSTICA STAGO    
AVEM,,04 26 23 29 86,,,,,AVEM    ,,04 72 19 23 55,AVEM    
BNP PARIBAS IMEX,,,,,,,BNP PARIBAS IMEX    ,,,BNP PARIBAS IMEX    
BigID,http://www.bigid.com,(917) 765-5752,110 5th Avenue,12345,New York,United States,BigID 110 5th Avenue 12345 New York United States,bigid.com,(917) 765-5752,BigID 110 5th Avenue 12345 New York United States
Nateevo,nateevo.com,+34 914 56 20 70,,28108,Alcobendas,Spain,Nateevo  28108 Alcobendas Spain,nateevo.com,+34 914 56 20 70,Nateevo  28108 Alcobendas Spain
Bnl Life Banker - Bnp Paribas,www.bnpparibas.com,,,,,,Bnl Life Banker - Bnp Paribas    ,www.bnpparibas.com,,Bnl Life Banker - Bnp Paribas    
L'oreal Usa,www.loreal.com,,,,,,L'oreal Usa    ,www.loreal.com,,L'oreal Usa    
Crédit Agricole Alpes Provence,www.ca-alpesprovence.fr,,"25, chemin des Trois Cyprès 13097 Aix en Provence",13100,Aix-en-Provence,France,"Crédit Agricole Alpes Provence 25, chemin des Trois Cyprès 13097 Aix en Provence 13100 Aix-en-Provence France",www.ca-alpesprovence.fr,,"Crédit Agricole Alpes Provence 25, chemin des Trois Cyprès 13097 Aix en Provence 13100 Aix-en-Provence France"
Carrefour Media,www.carrefour.com,,,,,,Carrefour Media    ,www.carrefour.com,,Carrefour Media    
Degrenne,https://www.degrenne.fr/#modal,,,,,,Degrenne    ,,,Degrenne    
Lvmh,"www.lvmh.fr|www.lvmh.com, www.lvmh.com, www.lvmh.com, www.lvmhny.com, www.research.lvmh-pc.com, www.lvmh.com, www.pcis.lvmh-pc.com",,"22 Avenue Montaigne, 75008 Paris, France",75008,Paris,France,"Lvmh 22 Avenue Montaigne, 75008 Paris, France 75008 Paris France","www.lvmh.fr|www.lvmh.com, www.lvmh.com, www.lvmh.com, www.lvmhny.com, www.research.lvmh-pc.com, www.lvmh.com, www.pcis.lvmh-pc.com",,"Lvmh 22 Avenue Montaigne, 75008 Paris, France 75008 Paris France"
Carrefour Be,www.carrefour.eu,,,,,,Carrefour Be    ,www.carrefour.eu,,Carrefour Be    
Schneider Electric,www.schneider-electric.com,,Schneider Electric - Le HIVE 35 Rue Joseph Monier 92500 Rueil Malmaison France,92500,Rueil-Malmaison,France,Schneider Electric Schneider Electric - Le HIVE 35 Rue Joseph Monier 92500 Rueil Malmaison France 92500 Rueil-Malmaison France,www.schneider-electric.com,,Schneider Electric Schneider Electric - Le HIVE 35 Rue Joseph Monier 92500 Rueil Malmaison France 92500 Rueil-Malmaison France
Sncf Transilien,www.sncf.com,,,,,,Sncf Transilien    ,www.sncf.com,,Sncf Transilien    
Societe Generale Consulting,www.societegenerale.com,,,,,,Societe Generale Consulting    ,www.societegenerale.com,,Societe Generale Consulting    
MACSF,www.macsf.fr,,,,,,MACSF    ,,,MACSF    
MACSF,www.macsf.fr,,,,,,MACSF    ,www.macsf.fr,,MACSF    
"Bpi - Bnl Spa - Bnp Paribas Group, Human Resources Department (rome)",www.bnpparibas.com,,,,,,"Bpi - Bnl Spa - Bnp Paribas Group, Human Resources Department (rome)    ",www.bnpparibas.com,,"Bpi - Bnl Spa - Bnp Paribas Group, Human Resources Department (rome)    "
Accor,www.accor.com,,"82 Rue Henri Farman, 92130 Issy-les-Moulineaux, France",92130,Issy-les-Moulineaux,France,"Accor 82 Rue Henri Farman, 92130 Issy-les-Moulineaux, France 92130 Issy-les-Moulineaux France",www.accor.com,,"Accor 82 Rue Henri Farman, 92130 Issy-les-Moulineaux, France 92130 Issy-les-Moulineaux France"
L'oreal Professional Products Division Usa,www.loreal.com,,,,,,L'oreal Professional Products Division Usa    ,www.loreal.com,,L'oreal Professional Products Division Usa    
Axa Partners,www.axa.fr,,,,,,Axa Partners    ,www.axa.fr,,Axa Partners    
Bnp Paribas Private Banking - France,www.bnpparibas.com,,,,,,Bnp Paribas Private Banking - France    ,www.bnpparibas.com,,Bnp Paribas Private Banking - France    
Swisslife,www.swisslife.fr,,,,,,Swisslife    ,http://www.swisslife.fr,,Swisslife    
Psa Peugeot Citroen,www.groupe-psa.com,,,,,,Psa Peugeot Citroen    ,www.groupe-psa.com,,Psa Peugeot Citroen    
L'express,www.lexpress.fr,,29 RUE DE CHATEAUDUN,75009,Paris,France,L'express 29 RUE DE CHATEAUDUN 75009 Paris France,www.lexpress.fr,,L'express 29 RUE DE CHATEAUDUN 75009 Paris France
Cgi Us,www.cgi.com,,,,,,Cgi Us    ,www.cgi.com,,Cgi Us    
Cci-Paris-Idf,www.cci-paris-idf.fr,,,,,,Cci-Paris-Idf    ,www.cci-paris-idf.fr,,Cci-Paris-Idf    
Banca Nazionale Del Lavoro Gruppo Bnpparibas,www.bnpparibas.com,,,,,,Banca Nazionale Del Lavoro Gruppo Bnpparibas    ,www.bnpparibas.com,,Banca Nazionale Del Lavoro Gruppo Bnpparibas    
Achats Prestations Et Logiciels / Sncf,www.sncf.com,,,,,,Achats Prestations Et Logiciels / Sncf    ,www.sncf.com,,Achats Prestations Et Logiciels / Sncf    
Air Liquide China,www.airliquide.com,,,,,,Air Liquide China    ,www.airliquide.com,,Air Liquide China    
Guerlain,www.guerlain.com,,,,,,Guerlain    ,www.guerlain.com,,Guerlain    
Guerlain,www.guerlain.com,,,,,,Guerlain    ,http://www.guerlain.com,,Guerlain    
BNP Paribas Pace,www.bnpparibas.com,,,,,,BNP Paribas Pace    ,www.bnpparibas.com,,BNP Paribas Pace    
Engie Reseaux,www.engie.com,,,,,,Engie Reseaux    ,www.engie.com,,Engie Reseaux    
L'oreal Italia,www.loreal.com,,,,,,L'oreal Italia    ,www.loreal.com,,L'oreal Italia    
Accenture Strategy,www.accenture.com,,,,,,Accenture Strategy    ,www.accenture.com,,Accenture Strategy    
Pfizer,www.pfizer.com,,,,,,Pfizer    ,http://www.pfizer.com,,Pfizer    
Pfizer,http://www.pfizer.com,,,,,,Pfizer    ,http://www.pfizer.com,,Pfizer    
BNP Paribas WAI,www.bnpparibas.com,,,,,,BNP Paribas WAI    ,www.bnpparibas.com,,BNP Paribas WAI    
Atos Uk,www.atos.net,,"Adresse : Regent's Place, 4 Triton Square, Kings Cross, London NW1 3HG, Royaume-Uni",,,,"Atos Uk Adresse : Regent's Place, 4 Triton Square, Kings Cross, London NW1 3HG, Royaume-Uni   ",www.atos.net,,"Atos Uk Adresse : Regent's Place, 4 Triton Square, Kings Cross, London NW1 3HG, Royaume-Uni   "
Kiloutou,www.kiloutou.fr,,,,,,Kiloutou    ,https://www.kiloutou.fr/,,Kiloutou    
Kiloutou,https://www.kiloutou.fr/,,,,,,Kiloutou    ,https://www.kiloutou.fr/,,Kiloutou    
Voyages Sncf,www.sncf.com|www.voyages-sncf.com|www.oui.sncf,,"2 Place de la Défense, Puteaux, France",92800,Puteaux,France,"Voyages Sncf 2 Place de la Défense, Puteaux, France 92800 Puteaux France",www.sncf.com|www.voyages-sncf.com|www.oui.sncf,,"Voyages Sncf 2 Place de la Défense, Puteaux, France 92800 Puteaux France"
Orange Business Services (OBS),www.orange.com|www.orange-business.com,,,,,,Orange Business Services (OBS)    ,www.orange.com|www.orange-business.com,,Orange Business Services (OBS)    
Capgemini Us,www.capgemini.com,,,,,,Capgemini Us    ,www.capgemini.com,,Capgemini Us    
Danone,www.danone.com,,"150 Boulevard Victor Hugo, 93400 Saint-Ouen, France",93400,Saint-Ouen,France,"Danone 150 Boulevard Victor Hugo, 93400 Saint-Ouen, France 93400 Saint-Ouen France",www.danone.com,,"Danone 150 Boulevard Victor Hugo, 93400 Saint-Ouen, France 93400 Saint-Ouen France"
Crédit Agricole Anjou Maine,www.ca-anjou-maine.fr,,,,,,Crédit Agricole Anjou Maine    ,www.ca-anjou-maine.fr,,Crédit Agricole Anjou Maine    
Accenture,www.accenture.com,,118 avenue de France | 75 636 Paris Cedex 13,75013,Paris,France,Accenture 118 avenue de France | 75 636 Paris Cedex 13 75013 Paris France,www.accenture.com,,Accenture 118 avenue de France | 75 636 Paris Cedex 13 75013 Paris France
Capgemini,www.capgemini.com,,"Tour Europlaza, 20, Avenue André Prothin 92927 Courbevoie cedex",75017,Paris,France,"Capgemini Tour Europlaza, 20, Avenue André Prothin 92927 Courbevoie cedex 75017 Paris France",www.capgemini.com,,"Capgemini Tour Europlaza, 20, Avenue André Prothin 92927 Courbevoie cedex 75017 Paris France"
Societe Generale Factoring,www.societegenerale.com,,,,,,Societe Generale Factoring    ,www.societegenerale.com,,Societe Generale Factoring    
BNP Paribas Asset Management - USA,www.bnpparibas.com,,,,,,BNP Paribas Asset Management - USA    ,www.bnpparibas.com,,BNP Paribas Asset Management - USA    
Bonduelle,www.bonduelle.com,,,,,,Bonduelle    ,http://www.bonduelle.com,,Bonduelle    
CGI,www.cgi.com,,"Immeuble CB16 | 17, place des Reflets | 92400 Courbevoie | France",,,,"CGI Immeuble CB16 | 17, place des Reflets | 92400 Courbevoie | France   ",www.cgi.com,,"CGI Immeuble CB16 | 17, place des Reflets | 92400 Courbevoie | France   "
BNP Paribas Leasing Solutions,www.bnpparibas.com,,,,,,BNP Paribas Leasing Solutions    ,www.bnpparibas.com,,BNP Paribas Leasing Solutions    
Mango,www.mango.com,,,,,,Mango    ,,+34 938 602 222  Ext. 81242,Mango    
Crédit Agricole,"www.ca-norddefrance.fr|www.credit-agricole.com|www.credit-agricole.it|www.credit-agricole-sa.fr, www.credit-agricole.com",,"50 Avenue Jean Jaures, Montrouge, France",92120,Montrouge,France,"Crédit Agricole 50 Avenue Jean Jaures, Montrouge, France 92120 Montrouge France","www.ca-norddefrance.fr|www.credit-agricole.com|www.credit-agricole.it|www.credit-agricole-sa.fr, www.credit-agricole.com",,"Crédit Agricole 50 Avenue Jean Jaures, Montrouge, France 92120 Montrouge France"
L'oréal Nl,www.loreal.com,,,,,,L'oréal Nl    ,www.loreal.com,,L'oréal Nl    
Accenture España,www.accenture.com,,,,,,Accenture España    ,www.accenture.com,,Accenture España    
Orange,www.orange.com,,,,,,Orange    ,www.orange.com,,Orange    
Orange,www.orange.com,,,,,,Orange    ,http://www.orange.com,,Orange    
Orange,http://www.orange.com,,,,,,Orange    ,www.orange.com,,Orange    
Orange,http://www.orange.com,,,,,,Orange    ,http://www.orange.com,,Orange    
FFT,www.fft.fr,,,,,,FFT    ,fft.fr,,FFT    
Bnpp / Ips,www.bnpparibas.com,,,,,,Bnpp / Ips    ,www.bnpparibas.com,,Bnpp / Ips    
Ab Tasty,www.abtasty.com,,"3 Impasse De La Planchette, 75003 PARIS",75003,Paris,France,"Ab Tasty 3 Impasse De La Planchette, 75003 PARIS 75003 Paris France",www.abtasty.com,,"Ab Tasty 3 Impasse De La Planchette, 75003 PARIS 75003 Paris France"
